Species,MaxLengthTL,Troph,K,eco_ind,country_name,PRODUCTION_AREA,ISO3_Code,COUNTRY,mean_prod,ISO_N3,ECOREGION,n_eco,mean_prod_ecoreg
Seriola quinqueradiata,150,3.96,0.33,0.5310657596371883,"Korea, Republic of",61,KOR,410,187.2,410,Yellow Sea,3,62.4
Trachurus japonicus,50,3.4,0.31,0.34920634920634924,"Korea, Republic of",61,KOR,410,14.33333333,410,Yellow Sea,3,4.7777777766666665
Acanthopagrus schlegeli,NA,NA,NA,NA,"Korea, Republic of",61,KOR,410,1539.5,410,East China Sea,3,513.1666666666666
Lateolabrax japonicus,102,3.36,0.18,0.2956916099773243,"Korea, Republic of",61,KOR,410,1798.2,410,East China Sea,3,599.4
Mugil cephalus,122,2.48,0.23,0.20589569160997734,"Korea, Republic of",61,KOR,410,5556.8,410,East China Sea,3,1852.2666666666667
Pagrus auratus,130,3.59,0.1,0.3,"Korea, Republic of",61,KOR,410,5484.2,410,East China Sea,3,1828.0666666666666
Paralichthys olivaceus,103,3.72,0.15,0.3332199546485261,"Korea, Republic of",61,KOR,410,42983.4,410,East China Sea,3,14327.800000000001
Sebastes schlegeli,NA,NA,NA,NA,"Korea, Republic of",61,KOR,410,24807.8,410,East China Sea,3,8269.266666666666
Seriola quinqueradiata,150,3.96,0.33,0.5310657596371883,"Korea, Republic of",61,KOR,410,187.2,410,East China Sea,3,62.4
Trachurus japonicus,50,3.4,0.31,0.34920634920634924,"Korea, Republic of",61,KOR,410,14.33333333,410,East China Sea,3,4.7777777766666665
Acanthopagrus schlegeli,NA,NA,NA,NA,"Korea, Republic of",61,KOR,410,1539.5,410,Sea of Japan/East Sea,3,513.1666666666666
Lateolabrax japonicus,102,3.36,0.18,0.2956916099773243,"Korea, Republic of",61,KOR,410,1798.2,410,Sea of Japan/East Sea,3,599.4
Mugil cephalus,122,2.48,0.23,0.20589569160997734,"Korea, Republic of",61,KOR,410,5556.8,410,Sea of Japan/East Sea,3,1852.2666666666667
Pagrus auratus,130,3.59,0.1,0.3,"Korea, Republic of",61,KOR,410,5484.2,410,Sea of Japan/East Sea,3,1828.0666666666666
Paralichthys olivaceus,103,3.72,0.15,0.3332199546485261,"Korea, Republic of",61,KOR,410,42983.4,410,Sea of Japan/East Sea,3,14327.800000000001
Sebastes schlegeli,NA,NA,NA,NA,"Korea, Republic of",61,KOR,410,24807.8,410,Sea of Japan/East Sea,3,8269.266666666666
Seriola quinqueradiata,150,3.96,0.33,0.5310657596371883,"Korea, Republic of",61,KOR,410,187.2,410,Sea of Japan/East Sea,3,62.4
Trachurus japonicus,50,3.4,0.31,0.34920634920634924,"Korea, Republic of",61,KOR,410,14.33333333,410,Sea of Japan/East Sea,3,4.7777777766666665
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Kuwait,27,KWT,414,0.215,414,Arabian (Persian) Gulf,1,0.215
Sparus aurata,70,3.7,0.28,0.39229024943310664,Kuwait,51,KWT,414,18.65,414,Arabian (Persian) Gulf,1,18.65
Lates calcarifer,200,3.83,0.12,0.4072562358276644,Kuwait,51,KWT,414,0.25,414,Arabian (Persian) Gulf,1,0.25
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Libya,37,LBY,434,32,434,Tunisian Plateau/Gulf of Sidra,1,32
Sparus aurata,70,3.7,0.28,0.39229024943310664,Libya,37,LBY,434,21,434,Tunisian Plateau/Gulf of Sidra,1,21
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Malta,37,MLT,470,88.9612,470,Ionian Sea,1,88.9612
Sparus aurata,70,3.7,0.28,0.39229024943310664,Malta,37,MLT,470,1990.7813,470,Ionian Sea,1,1990.7813
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Malta,37,MLT,470,1630.8,470,Ionian Sea,1,1630.8
Rachycentron canadum,200,3.82,0.31,0.5349206349206349,Martinique,31,MTQ,474,10.125,474,Eastern Caribbean,1,10.125
Sciaenops ocellatus,155,3.74,0.4,0.5477324263038549,Martinique,31,MTQ,474,44.81,474,Eastern Caribbean,1,44.81
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Mauritius,51,MUS,480,118.8333333,480,Mascarene Islands,1,118.8333333
Sciaenops ocellatus,155,3.74,0.4,0.5477324263038549,Mauritius,51,MUS,480,413.55,480,Mascarene Islands,1,413.55
Sciaenops ocellatus,155,3.74,0.4,0.5477324263038549,Mexico,31,MEX,484,147.262375,484,Southern Gulf of Mexico,1,147.262375
Thunnus orientalis,333,4.5,0.15,0.6395691609977324,Mexico,77,MEX,484,4511.347181,484,Southern California Bight,1,4511.347181
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Montenegro,37,MNE,499,56.9,499,Adriatic Sea,1,56.9
Sparus aurata,70,3.7,0.28,0.39229024943310664,Montenegro,37,MNE,499,50,499,Adriatic Sea,1,50
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Morocco,34,MAR,504,70,504,Alboran Sea,1,70
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Morocco,37,MAR,504,100.77,504,Alboran Sea,1,100.77
Sparus aurata,70,3.7,0.28,0.39229024943310664,Morocco,37,MAR,504,17.485,504,Alboran Sea,1,17.485
Sparus aurata,70,3.7,0.28,0.39229024943310664,Oman,51,OMN,512,34,512,Gulf of Oman,2,17
Sparus aurata,70,3.7,0.28,0.39229024943310664,Oman,51,OMN,512,34,512,Western Arabian Sea,2,17
Rachycentron canadum,200,3.82,0.31,0.5349206349206349,Bonaire/S.Eustatius/Saba,31,BES,535,0.116666667,535,Southern Caribbean,1,0.116666667
Oncorhynchus tshawytscha,150,4.4,0.07,0.42403628117913844,New Zealand,81,NZL,554,11113.7,554,Central New Zealand,1,11113.7
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,Norway,27,NOR,578,72523.549,578,Northern Norway and Finnmark,2,36261.7745
Salmo salar,150,4.5,0.23,0.5487528344671202,Norway,27,NOR,578,1054496.75,578,Northern Norway and Finnmark,2,527248.375
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,Norway,27,NOR,578,72523.549,578,Southern Norway,2,36261.7745
Salmo salar,150,4.5,0.23,0.5487528344671202,Norway,27,NOR,578,1054496.75,578,Southern Norway,2,527248.375
Gadus morhua,200,4.09,0.14,0.4621315192743764,Norway,27,NOR,578,10223.552,578,Northern Norway and Finnmark,2,5111.776
Hippoglossus hippoglossus,470,4,0.03,0.5873015873015873,Norway,27,NOR,578,1692.761,578,Northern Norway and Finnmark,2,846.3805
Gadus morhua,200,4.09,0.14,0.4621315192743764,Norway,27,NOR,578,10223.552,578,Southern Norway,2,5111.776
Hippoglossus hippoglossus,470,4,0.03,0.5873015873015873,Norway,27,NOR,578,1692.761,578,Southern Norway,2,846.3805
Chanos chanos,219.6,2.4,0.19482758620689655,0.24673078426773007,Palau,71,PLW,585,18.29,585,West Caroline Islands,1,18.29
Rachycentron canadum,200,3.82,0.31,0.5349206349206349,Panama,31,PAN,591,562.9,591,Southwestern Caribbean,1,562.9
Chanos chanos,219.6,2.4,0.19482758620689655,0.24673078426773007,Philippines,71,PHL,608,102289,608,Eastern Philippines,2,51144.5
Trachinotus blochii,122.1,3.74,0.17,0.3651587301587302,Philippines,71,PHL,608,202.6666667,608,Eastern Philippines,2,101.33333335
Chanos chanos,219.6,2.4,0.19482758620689655,0.24673078426773007,Philippines,71,PHL,608,102289,608,Sulawesi Sea/Makassar Strait,2,51144.5
Trachinotus blochii,122.1,3.74,0.17,0.3651587301587302,Philippines,71,PHL,608,202.6666667,608,Sulawesi Sea/Makassar Strait,2,101.33333335
Argyrosomus regius,230,4.29,0.12,0.5040816326530613,Portugal,27,PRT,620,27.6746,620,South European Atlantic Shelf,1,27.6746
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Portugal,27,PRT,620,360.0343,620,South European Atlantic Shelf,1,360.0343
Scophthalmus maximus,122,4.36,0.25,0.5179138321995466,Portugal,27,PRT,620,2245.2021,620,South European Atlantic Shelf,1,2245.2021
Sparus aurata,70,3.7,0.28,0.39229024943310664,Portugal,27,PRT,620,977.2208,620,South European Atlantic Shelf,1,977.2208
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Portugal,27,PRT,620,25,620,South European Atlantic Shelf,1,25
Rachycentron canadum,200,3.82,0.31,0.5349206349206349,Puerto Rico,31,PRI,630,11,630,Greater Antilles,1,11
Sciaenops ocellatus,155,3.74,0.4,0.5477324263038549,Reunion,51,REU,638,50,638,Mascarene Islands,1,50
Scophthalmus maximus,122,4.36,0.25,0.5179138321995466,Romania,37,ROU,642,6.175555556,642,Black Sea,1,6.175555556
Salmo salar,150,4.5,0.23,0.5487528344671202,Russian Federation,27,RUS,643,8937.1,643,Black Sea,4,2234.275
Salmo salar,150,4.5,0.23,0.5487528344671202,Russian Federation,27,RUS,643,8937.1,643,White Sea,4,2234.275
Salmo salar,150,4.5,0.23,0.5487528344671202,Russian Federation,27,RUS,643,8937.1,643,Sea of Okhotsk,4,2234.275
Salmo salar,150,4.5,0.23,0.5487528344671202,Russian Federation,27,RUS,643,8937.1,643,Sea of Japan/East Sea,4,2234.275
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Saudi Arabia,51,SAU,682,300,682,Northern and Central Red Sea,2,150
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Saudi Arabia,51,SAU,682,300,682,Southern Red Sea,2,150
Sparus aurata,70,3.7,0.28,0.39229024943310664,Saudi Arabia,51,SAU,682,1487.8,682,Northern and Central Red Sea,2,743.9
Sparus aurata,70,3.7,0.28,0.39229024943310664,Saudi Arabia,51,SAU,682,1487.8,682,Southern Red Sea,2,743.9
Lates calcarifer,200,3.83,0.12,0.4072562358276644,Saudi Arabia,51,SAU,682,1207,682,Southern Red Sea,2,603.5
Mugil cephalus,122,2.48,0.23,0.20589569160997734,Saudi Arabia,51,SAU,682,38.2,682,Southern Red Sea,2,19.1
Lates calcarifer,200,3.83,0.12,0.4072562358276644,Saudi Arabia,51,SAU,682,1207,682,Northern and Central Red Sea,2,603.5
Mugil cephalus,122,2.48,0.23,0.20589569160997734,Saudi Arabia,51,SAU,682,38.2,682,Northern and Central Red Sea,2,19.1
Rachycentron canadum,200,3.82,0.31,0.5349206349206349,Singapore,71,SGP,702,1.879214286,702,Malacca Strait,1,1.879214286
Chanos chanos,219.6,2.4,0.19482758620689655,0.24673078426773007,Singapore,71,SGP,702,1615.8152,702,Malacca Strait,1,1615.8152
Lates calcarifer,200,3.83,0.12,0.4072562358276644,Singapore,71,SGP,702,440.8723,702,Malacca Strait,1,440.8723
Mugil cephalus,122,2.48,0.23,0.20589569160997734,Singapore,71,SGP,702,416.594,702,Malacca Strait,1,416.594
Trachinotus blochii,122.1,3.74,0.17,0.3651587301587302,Singapore,71,SGP,702,108.4564,702,Malacca Strait,1,108.4564
Rachycentron canadum,200,3.82,0.31,0.5349206349206349,Viet Nam,71,VNM,704,2954.666667,704,Southern Vietnam,2,1477.3333335
Rachycentron canadum,200,3.82,0.31,0.5349206349206349,Viet Nam,71,VNM,704,2954.666667,704,Gulf of Tonkin,2,1477.3333335
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Slovenia,37,SVN,705,53.54,705,Adriatic Sea,1,53.54
Argyrosomus regius,230,4.29,0.12,0.5040816326530613,Spain,27,ESP,724,15.683,724,South European Atlantic Shelf,1,15.683
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Spain,27,ESP,724,619.9325625,724,South European Atlantic Shelf,1,619.9325625
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,Spain,27,ESP,724,5.225,724,South European Atlantic Shelf,1,5.225
Salmo salar,150,4.5,0.23,0.5487528344671202,Spain,27,ESP,724,20.9947,724,South European Atlantic Shelf,1,20.9947
Scophthalmus maximus,122,4.36,0.25,0.5179138321995466,Spain,27,ESP,724,7334.5908,724,South European Atlantic Shelf,1,7334.5908
Sparus aurata,70,3.7,0.28,0.39229024943310664,Spain,27,ESP,724,1152.268333,724,South European Atlantic Shelf,1,1152.268333
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Spain,34,ESP,724,4172.342667,724,Azores Canaries Madeira,1,4172.342667
Sparus aurata,70,3.7,0.28,0.39229024943310664,Spain,34,ESP,724,2611.248667,724,Azores Canaries Madeira,1,2611.248667
Sparus aurata,70,3.7,0.28,0.39229024943310664,Spain,34,ESP,724,2611.248667,724,Azores Canaries Madeira,1,2611.248667
Argyrosomus regius,230,4.29,0.12,0.5040816326530613,Spain,37,ESP,724,1061.4367,724,Alboran Sea,2,530.71835
Argyrosomus regius,230,4.29,0.12,0.5040816326530613,Spain,37,ESP,724,1061.4367,724,Western Mediterranean,2,530.71835
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Spain,37,ESP,724,9548.92465,724,Alboran Sea,2,4774.462325
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Spain,37,ESP,724,9548.92465,724,Western Mediterranean,2,4774.462325
Scophthalmus maximus,122,4.36,0.25,0.5179138321995466,Spain,37,ESP,724,3,724,Western Mediterranean,1,3
Sparus aurata,70,3.7,0.28,0.39229024943310664,Spain,37,ESP,724,14640.25795,724,Alboran Sea,2,7320.128975
Sparus aurata,70,3.7,0.28,0.39229024943310664,Spain,37,ESP,724,14640.25795,724,Western Mediterranean,2,7320.128975
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Spain,37,ESP,724,590.5,724,Alboran Sea,2,295.25
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Spain,37,ESP,724,590.5,724,Western Mediterranean,2,295.25
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,Sweden,27,SWE,752,2411.2,752,Baltic Sea,1,2411.2
Salmo salar,150,4.5,0.23,0.5487528344671202,Sweden,27,SWE,752,1.666666667,752,Baltic Sea,1,1.666666667
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,United Arab Emirates,51,ARE,784,166.6666667,784,Arabian (Persian) Gulf,2,83.33333335
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,United Arab Emirates,51,ARE,784,166.6666667,784,Gulf of Oman,2,83.33333335
Sparus aurata,70,3.7,0.28,0.39229024943310664,United Arab Emirates,51,ARE,784,307.7,784,Arabian (Persian) Gulf,2,153.85
Sparus aurata,70,3.7,0.28,0.39229024943310664,United Arab Emirates,51,ARE,784,307.7,784,Gulf of Oman,2,153.85
Argyrosomus regius,230,4.29,0.12,0.5040816326530613,Tunisia,37,TUN,788,40,788,Tunisian Plateau/Gulf of Sidra,1,40
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Tunisia,37,TUN,788,304.6,788,Tunisian Plateau/Gulf of Sidra,1,304.6
Argyrosomus regius,230,4.29,0.12,0.5040816326530613,Turkey,37,TUR,792,2848.333333,792,Aegean Sea,2,1424.1666665
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Turkey,37,TUR,792,59962.15,792,Aegean Sea,3,19987.383333333335
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,Turkey,37,TUR,792,4952.82,792,Aegean Sea,3,1650.9399999999998
Sparus aurata,70,3.7,0.28,0.39229024943310664,Turkey,37,TUR,792,37229.11,792,Aegean Sea,3,12409.703333333333
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Turkey,37,TUR,792,545,792,Aegean Sea,3,181.66666666666666
Argyrosomus regius,230,4.29,0.12,0.5040816326530613,Turkey,37,TUR,792,2848.333333,792,Levantine Sea,2,1424.1666665
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Turkey,37,TUR,792,59962.15,792,Levantine Sea,3,19987.383333333335
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,Turkey,37,TUR,792,4952.82,792,Levantine Sea,3,1650.9399999999998
Sparus aurata,70,3.7,0.28,0.39229024943310664,Turkey,37,TUR,792,37229.11,792,Levantine Sea,3,12409.703333333333
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Turkey,37,TUR,792,545,792,Levantine Sea,3,181.66666666666666
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,Turkey,37,TUR,792,59962.15,792,Black Sea,3,19987.383333333335
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,Turkey,37,TUR,792,4952.82,792,Black Sea,3,1650.9399999999998
Sparus aurata,70,3.7,0.28,0.39229024943310664,Turkey,37,TUR,792,37229.11,792,Black Sea,3,12409.703333333333
Thunnus thynnus,458,4.45,0.08,0.6832199546485261,Turkey,37,TUR,792,545,792,Black Sea,3,181.66666666666666
Pagrus pagrus,91,3.86,0.13,0.332312925170068,Turkey,37,TUR,792,158,792,Ionian Sea,1,158
Chanos chanos,219.6,2.4,0.19482758620689655,0.24673078426773007,Tuvalu,71,TUV,798,2.333333333,798,Gilbert/Ellis Islands,1,2.333333333
Dicentrarchus labrax,103,3.47,0.17,0.30714285714285716,United Kingdom,27,GBR,826,222.2222222,826,Celtic Seas,1,222.2222222
Oncorhynchus mykiss,122,4.08,0.52,0.6571428571428571,United Kingdom,27,GBR,826,2474.9,826,Celtic Seas,1,2474.9
Salmo salar,150,4.5,0.23,0.5487528344671202,United Kingdom,27,GBR,826,155714.678,826,Celtic Seas,1,155714.678
Scophthalmus maximus,122,4.36,0.25,0.5179138321995466,United Kingdom,27,GBR,826,20.825,826,Celtic Seas,1,20.825
Gadus morhua,200,4.09,0.14,0.4621315192743764,United Kingdom,27,GBR,826,977.9,826,Celtic Seas,1,977.9
Hippoglossus hippoglossus,470,4,0.03,0.5873015873015873,United Kingdom,27,GBR,826,108.21,826,Celtic Seas,1,108.21
Scophthalmus maximus,122,4.36,0.25,0.5179138321995466,Channel Islands,27,NA,830,2.04,830,Celtic Seas,1,2.04
Salmo salar,150,4.5,0.23,0.5487528344671202,United States of America,21,USA,840,17170.3,840,"Oregon, Washington, Vancouver Coast and Shelf",3,5723.433333333333
Salmo salar,150,4.5,0.23,0.5487528344671202,United States of America,21,USA,840,17170.3,840,Northern California,3,5723.433333333333
Salmo salar,150,4.5,0.23,0.5487528344671202,United States of America,21,USA,840,17170.3,840,Gulf of Maine/Bay of Fundy,3,5723.433333333333
Sciaenops ocellatus,155,3.74,0.4,0.5477324263038549,United States of America,31,USA,840,1424.1,840,Northern Gulf of Mexico,1,1424.1
