country_name,Species,PRODUCTION_AREA,ISO3_Code,COUNTRY,mean_prod,ISO_N3,ECOREGION,n_eco,mean_prod_ecoreg,status,Introduced,Native
"Korea, Republic of",Seriola quinqueradiata,61,KOR,410,187.2,410,East China Sea,3,62.4,Native,0,1
"Korea, Republic of",Seriola quinqueradiata,61,KOR,410,187.2,410,Sea of Japan/East Sea,3,62.4,Native,0,1
Albania,Sparus aurata,37,ALB,8,395.48,8,Adriatic Sea,2,197.74,Native,0,1
Albania,Sparus aurata,37,ALB,8,395.48,8,Ionian Sea,2,197.74,Native,0,1
Bahrain,Sparus aurata,51,BHR,48,1.2044,48,Arabian (Persian) Gulf,1,1.2044,Introduced,1,0
Bosnia and Herzegovina,Sparus aurata,37,BIH,70,96.74444444,70,Adriatic Sea,1,96.74444444,Native,0,1
Croatia,Sparus aurata,37,HRV,191,2625.0319,191,Adriatic Sea,1,2625.0319,Native,0,1
Cyprus,Sparus aurata,37,CYP,196,3028,196,Aegean Sea,1,3028,Native,0,1
Dominican Republic,Sparus aurata,31,DOM,214,350,214,Greater Antilles,1,350,Introduced,1,0
France,Sparus aurata,27,FRA,250,697.325,250,South European Atlantic Shelf,2,348.6625,Native,0,1
France,Sparus aurata,27,FRA,250,697.325,250,North Sea,2,348.6625,Native,0,1
France,Sparus aurata,37,FRA,250,748.03,250,Western Mediterranean,1,748.03,Native,0,1
Greece,Sparus aurata,37,GRC,300,52539.02,300,Aegean Sea,1,52539.02,Native,0,1
Israel,Sparus aurata,37,ISR,376,1808.4,376,Levantine Sea,1,1808.4,Native,0,1
Italy,Sparus aurata,37,ITA,380,4182.886,380,Western Mediterranean,3,1394.295333,Native,0,1
Italy,Sparus aurata,37,ITA,380,4182.886,380,Ionian Sea,3,1394.295333,Native,0,1
Italy,Sparus aurata,37,ITA,380,4182.886,380,Adriatic Sea,3,1394.295333,Native,0,1
Kuwait,Sparus aurata,51,KWT,414,18.65,414,Arabian (Persian) Gulf,1,18.65,Introduced,1,0
Libya,Sparus aurata,37,LBY,434,21,434,Tunisian Plateau/Gulf of Sidra,1,21,Native,0,1
Malta,Sparus aurata,37,MLT,470,1990.7813,470,Ionian Sea,1,1990.7813,Native,0,1
Montenegro,Sparus aurata,37,MNE,499,50,499,Adriatic Sea,1,50,Native,0,1
Morocco,Sparus aurata,37,MAR,504,17.485,504,Alboran Sea,1,17.485,Native,0,1
Oman,Sparus aurata,51,OMN,512,34,512,Gulf of Oman,2,17,Introduced,1,0
Oman,Sparus aurata,51,OMN,512,34,512,Western Arabian Sea,2,17,Introduced,1,0
Portugal,Sparus aurata,27,PRT,620,977.2208,620,South European Atlantic Shelf,1,977.2208,Native,0,1
Saudi Arabia,Sparus aurata,51,SAU,682,1487.8,682,Northern and Central Red Sea,2,743.9,Introduced,1,0
Saudi Arabia,Sparus aurata,51,SAU,682,1487.8,682,Southern Red Sea,2,743.9,Introduced,1,0
Spain,Sparus aurata,27,ESP,724,1152.268333,724,South European Atlantic Shelf,1,1152.268333,Native,0,1
Spain,Sparus aurata,34,ESP,724,2611.248667,724,Azores Canaries Madeira,1,2611.248667,Native,0,1
Spain,Sparus aurata,37,ESP,724,14640.25795,724,Alboran Sea,2,7320.128975,Native,0,1
Spain,Sparus aurata,37,ESP,724,14640.25795,724,Western Mediterranean,2,7320.128975,Native,0,1
United Arab Emirates,Sparus aurata,51,ARE,784,307.7,784,Arabian (Persian) Gulf,2,153.85,Introduced,1,0
United Arab Emirates,Sparus aurata,51,ARE,784,307.7,784,Gulf of Oman,2,153.85,Introduced,1,0
Turkey,Sparus aurata,37,TUR,792,37229.11,792,Aegean Sea,3,35888.86204,Native,0,1
Turkey,Sparus aurata,37,TUR,792,37229.11,792,Levantine Sea,3,1340.24796,Native,0,1
China,Takifugu rubripes,61,CHN,156,17053.1,156,East China Sea,3,5684.366667,Native,0,1
China,Takifugu rubripes,61,CHN,156,17053.1,156,Yellow Sea,3,5684.366667,Native,0,1
China,Takifugu rubripes,61,CHN,156,17053.1,156,Southern China,3,5684.366667,Native,0,1
Japan,Takifugu rubripes,61,JPN,392,4273.1,392,Central Kuroshio Current,4,1068.275,Native,0,1
Japan,Takifugu rubripes,61,JPN,392,4273.1,392,East China Sea,4,1068.275,Native,0,1
Japan,Takifugu rubripes,61,JPN,392,4273.1,392,Northeastern Honshu,4,1068.275,Native,0,1
Japan,Takifugu rubripes,61,JPN,392,4273.1,392,Sea of Japan/East Sea,4,1068.275,Native,0,1
"Korea, Dem. People's Rep",Takifugu rubripes,61,PRK,408,7.222222222,408,Southern China,1,7.222222222,Native,0,1
Australia,Thunnus maccoyii,57,AUS,36,6797.0632,36,South Australian Gulfs,1,6797.0632,Native,0,1
Japan,Thunnus orientalis,61,JPN,392,12597.2,392,Central Kuroshio Current,4,3149.3,Native,0,1
Japan,Thunnus orientalis,61,JPN,392,12597.2,392,East China Sea,4,3149.3,Native,0,1
Japan,Thunnus orientalis,61,JPN,392,12597.2,392,Northeastern Honshu,4,3149.3,Native,0,1
Japan,Thunnus orientalis,61,JPN,392,12597.2,392,Sea of Japan/East Sea,4,3149.3,Native,0,1
Mexico,Thunnus orientalis,77,MEX,484,4511.347181,484,Southern California Bight,1,4511.347181,Native,0,1
Croatia,Thunnus thynnus,37,HRV,191,1575.5,191,Adriatic Sea,1,1575.5,Native,0,1
Cyprus,Thunnus thynnus,37,CYP,196,50,196,Aegean Sea,1,50,Native,0,1
Greece,Thunnus thynnus,37,GRC,300,67.5,300,Ionian Sea,1,55.5189525,Native,0,1
Greece,Thunnus thynnus,37,GRC,300,67.5,300,Aegean Sea,1,11.98098,Native,0,1
Italy,Thunnus thynnus,37,ITA,380,361.06,380,Western Mediterranean,3,120.3533333,Native,0,1
Italy,Thunnus thynnus,37,ITA,380,361.06,380,Ionian Sea,3,120.3533333,Native,0,1
Italy,Thunnus thynnus,37,ITA,380,361.06,380,Adriatic Sea,3,120.3533333,Native,0,1
Malta,Thunnus thynnus,37,MLT,470,1630.8,470,Ionian Sea,1,1630.8,Native,0,1
Morocco,Thunnus thynnus,34,MAR,504,70,504,Alboran Sea,1,70,Native,0,1
Portugal,Thunnus thynnus,27,PRT,620,25,620,South European Atlantic Shelf,1,25,Native,0,1
Spain,Thunnus thynnus,37,ESP,724,590.5,724,Alboran Sea,2,295.25,Native,0,1
Spain,Thunnus thynnus,37,ESP,724,590.5,724,Western Mediterranean,2,295.25,Native,0,1
Tunisia,Thunnus thynnus,37,TUN,788,304.6,788,Tunisian Plateau/Gulf of Sidra,1,304.6,Native,0,1
Turkey,Thunnus thynnus,37,TUR,792,545,792,Aegean Sea,3,181.6666667,Native,0,1
Turkey,Thunnus thynnus,37,TUR,792,545,792,Levantine Sea,3,181.6666667,Native,0,1
Brunei Darussalam,Trachinotus blochii,71,BRN,96,9.77,96,Palawan/North Borneo,1,9.77,Native,0,1
China,Trachinotus blochii,61,CHN,156,89100,156,East China Sea,3,29700,Native,0,1
China,Trachinotus blochii,61,CHN,156,89100,156,Yellow Sea,3,29700,Introduced,1,0
China,Trachinotus blochii,61,CHN,156,89100,156,Southern China,3,29700,Native,0,1
"China, Hong Kong SAR",Trachinotus blochii,61,HKG,344,62,344,Southern China,1,62,Native,0,1
Philippines,Trachinotus blochii,71,PHL,608,202.6666667,608,Eastern Philippines,2,101.3333334,Native,0,1
Philippines,Trachinotus blochii,71,PHL,608,202.6666667,608,Sulawesi Sea/Makassar Strait,2,101.3333334,Introduced,1,0
Singapore,Trachinotus blochii,71,SGP,702,108.4564,702,Malacca Strait,1,108.4564,Native,0,1
Japan,Trachurus japonicus,61,JPN,392,1215.2,392,Central Kuroshio Current,4,1173.313478,Native,0,1
Japan,Trachurus japonicus,61,JPN,392,1215.2,392,East China Sea,4,39.02318567,Native,0,1
Japan,Trachurus japonicus,61,JPN,392,1215.2,392,Sea of Japan/East Sea,4,2.863336475,Native,0,1
"Korea, Republic of",Trachurus japonicus,61,KOR,410,14.33333333,410,Yellow Sea,3,4.777777777,Native,0,1
"Korea, Republic of",Trachurus japonicus,61,KOR,410,14.33333333,410,East China Sea,3,4.777777777,Native,0,1
"Korea, Republic of",Trachurus japonicus,61,KOR,410,14.33333333,410,Sea of Japan/East Sea,3,4.777777777,Native,0,1
