country_name,Species,PRODUCTION_AREA,ISO3_Code,COUNTRY,mean_prod,ISO_N3,ECOREGION,n_eco,mean_prod_ecoreg
Spain,Argyrosomus regius,37,ESP,724,1061.4367,724,Western Mediterranean,2,530.71835
Spain,Dicentrarchus labrax,37,ESP,724,9548.92465,724,Alboran Sea,2,4774.462325
Spain,Dicentrarchus labrax,37,ESP,724,9548.92465,724,Western Mediterranean,2,4774.462325
Spain,Scophthalmus maximus,37,ESP,724,3,724,Western Mediterranean,1,3
Spain,Sparus aurata,37,ESP,724,14640.25795,724,Alboran Sea,2,7320.128975
Spain,Sparus aurata,37,ESP,724,14640.25795,724,Western Mediterranean,2,7320.128975
Spain,Thunnus thynnus,37,ESP,724,590.5,724,Alboran Sea,2,295.25
Spain,Thunnus thynnus,37,ESP,724,590.5,724,Western Mediterranean,2,295.25
Sweden,Oncorhynchus mykiss,27,SWE,752,2411.2,752,Baltic Sea,1,2411.2
Sweden,Salmo salar,27,SWE,752,1.666666667,752,Baltic Sea,1,1.666666667
United Arab Emirates,Dicentrarchus labrax,51,ARE,784,166.6666667,784,Arabian (Persian) Gulf,2,83.33333335
United Arab Emirates,Dicentrarchus labrax,51,ARE,784,166.6666667,784,Gulf of Oman,2,83.33333335
United Arab Emirates,Sparus aurata,51,ARE,784,307.7,784,Arabian (Persian) Gulf,2,153.85
United Arab Emirates,Sparus aurata,51,ARE,784,307.7,784,Gulf of Oman,2,153.85
Tunisia,Argyrosomus regius,37,TUN,788,40,788,Tunisian Plateau/Gulf of Sidra,1,40
Tunisia,Thunnus thynnus,37,TUN,788,304.6,788,Tunisian Plateau/Gulf of Sidra,1,304.6
Turkey,Argyrosomus regius,37,TUR,792,2848.333333,792,Aegean Sea,2,1424.1666665
Turkey,Dicentrarchus labrax,37,TUR,792,59962.15,792,Aegean Sea,3,19987.383333333335
Turkey,Oncorhynchus mykiss,37,TUR,792,4952.82,792,Aegean Sea,3,1650.9399999999998
Turkey,Sparus aurata,37,TUR,792,37229.11,792,Aegean Sea,3,12409.703333333333
Turkey,Thunnus thynnus,37,TUR,792,545,792,Aegean Sea,3,181.66666666666666
Turkey,Argyrosomus regius,37,TUR,792,2848.333333,792,Levantine Sea,2,1424.1666665
Turkey,Dicentrarchus labrax,37,TUR,792,59962.15,792,Levantine Sea,3,19987.383333333335
Turkey,Oncorhynchus mykiss,37,TUR,792,4952.82,792,Levantine Sea,3,1650.9399999999998
Turkey,Sparus aurata,37,TUR,792,37229.11,792,Levantine Sea,3,12409.703333333333
Turkey,Thunnus thynnus,37,TUR,792,545,792,Levantine Sea,3,181.66666666666666
Turkey,Dicentrarchus labrax,37,TUR,792,59962.15,792,Black Sea,3,19987.383333333335
Turkey,Oncorhynchus mykiss,37,TUR,792,4952.82,792,Black Sea,3,1650.9399999999998
Turkey,Sparus aurata,37,TUR,792,37229.11,792,Black Sea,3,12409.703333333333
Turkey,Thunnus thynnus,37,TUR,792,545,792,Black Sea,3,181.66666666666666
Turkey,Pagrus pagrus,37,TUR,792,158,792,Ionian Sea,1,158
Tuvalu,Chanos chanos,71,TUV,798,2.333333333,798,Gilbert/Ellis Islands,1,2.333333333
United Kingdom,Dicentrarchus labrax,27,GBR,826,222.2222222,826,Celtic Seas,1,222.2222222
United Kingdom,Oncorhynchus mykiss,27,GBR,826,2474.9,826,Celtic Seas,1,2474.9
United Kingdom,Salmo salar,27,GBR,826,155714.678,826,Celtic Seas,1,155714.678
United Kingdom,Scophthalmus maximus,27,GBR,826,20.825,826,Celtic Seas,1,20.825
United Kingdom,Gadus morhua,27,GBR,826,977.9,826,Celtic Seas,1,977.9
United Kingdom,Hippoglossus hippoglossus,27,GBR,826,108.21,826,Celtic Seas,1,108.21
Channel Islands,Scophthalmus maximus,27,NA,830,2.04,830,Celtic Seas,1,2.04
United States of America,Salmo salar,21,USA,840,17170.3,840,"Oregon, Washington, Vancouver Coast and Shelf",3,5723.433333333333
United States of America,Salmo salar,21,USA,840,17170.3,840,Northern California,3,5723.433333333333
United States of America,Salmo salar,21,USA,840,17170.3,840,Gulf of Maine/Bay of Fundy,3,5723.433333333333
United States of America,Sciaenops ocellatus,31,USA,840,1424.1,840,Northern Gulf of Mexico,1,1424.1
