Mapping parameters for Lates calcarifer (Barramundi),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 219),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Lates,calcarifer,-11.25,133.75,3113:113:2,28,28.23,34.33,1099,0,84
Lates,calcarifer,-11.25,133.25,3113:113:1,16,28.23,34.33,745,0,27
Lates,calcarifer,-11.25,132.75,3113:112:2,4,28.42,34.4,859,0,22
Lates,calcarifer,-11.25,132.25,3113:112:1,4,28.42,34.4,966,0,18
Lates,calcarifer,-11.25,131.75,3113:111:2,30,28.63,34.41,1181,0,26
Lates,calcarifer,-11.25,131.25,3113:111:1,13,28.63,34.41,1118,0,17
Lates,calcarifer,-11.25,130.75,3113:110:2,15,28.74,34.4,768,0,19
Lates,calcarifer,-11.25,135.25,3113:215:1,43,28.02,34.25,1041,0,132
Lates,calcarifer,-11.25,141.75,3114:111:2,37,27.88,34.34,330,0,109
Lates,calcarifer,-11.25,130.25,3113:110:1,18,28.74,34.4,1386,0,23
Lates,calcarifer,-10.75,142.75,3114:102:4,6,27.44,34.97,305,0,25
Lates,calcarifer,-10.25,135.75,3113:205:2,28,28.01,34.18,981,0,211
Lates,calcarifer,-10.25,131.25,3113:101:1,83,28.52,34.41,770,0,166
Lates,calcarifer,-10.25,142.25,3114:102:1,4,27.44,34.54,376,0,26
Lates,calcarifer,-9.75,147.75,3014:497:4,126,27.43,34.77,446,0,3
Lates,calcarifer,-9.75,142.25,3014:392:3,5,27.47,34.54,651,0,84
Lates,calcarifer,-9.25,147.25,3014:497:1,81,27.43,34.59,598,0,4
Lates,calcarifer,-9.25,146.75,3014:496:2,660,27.43,34.59,1176,0,26
Lates,calcarifer,-9.25,143.25,3014:393:1,5,27.4,34.86,509,0,27
Lates,calcarifer,-9.25,138.25,3013:498:1,47,27.85,34.31,1144,0,166
Lates,calcarifer,-9.25,125.75,3012:495:2,562,28.66,34.4,610,0,20
Lates,calcarifer,-8.75,137.25,3013:487:3,43,27.9,34.06,1780,0,133
Lates,calcarifer,-8.25,142.25,3014:382:1,1,27.52,34.75,1541,0,2
Lates,calcarifer,-8.25,115.75,3011:485:2,1000,28.38,33.52,701,0,23
