Mapping parameters for Pagrus pagrus (Red porgy),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 277),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Pagrus,pagrus,28.25,-84.75,7208:384:2,111,24.3,35.38,567,0,198
Pagrus,pagrus,28.25,-94.75,7209:384:2,50,23.99,34.29,678,0,123
Pagrus,pagrus,28.75,-15.25,7201:485:3,3576,20.76,36.52,366,0,104
Pagrus,pagrus,28.75,-84.25,7208:384:3,34,24.3,35.38,712,0,149
Pagrus,pagrus,28.75,-89.75,7208:489:4,159,24.53,33.04,2273,0,104
Pagrus,pagrus,29.25,-87.75,7208:497:2,724,23.94,34.04,877,0,160
Pagrus,pagrus,29.25,-88.75,7208:498:2,84,23.84,32.7,2035,0,97
Pagrus,pagrus,29.25,-88.25,7208:498:1,328,23.84,32.7,1246,0,146
Pagrus,pagrus,29.75,-86.75,7208:496:4,198,23.86,35.15,694,0,104
Pagrus,pagrus,29.75,-86.25,7208:496:3,88,23.86,35.15,814,0,97
Pagrus,pagrus,30.25,-87.25,7308:207:1,18,23.33,34.04,904,0,22
Pagrus,pagrus,30.25,-65.25,7306:205:1,4860,23.8,36.55,257,0,275
Pagrus,pagrus,30.25,-86.25,7308:206:1,23,23.28,35.15,881,0,22
Pagrus,pagrus,30.25,-86.75,7308:206:2,39,23.28,35.15,832,0,22
Pagrus,pagrus,30.75,-79.75,7307:209:4,434,25.12,35.9,425,0,167
Pagrus,pagrus,30.75,-9.75,7300:209:4,106,19.06,36.36,1630,0,12
Pagrus,pagrus,30.75,-80.25,7308:100:3,58,24.72,35.74,939,0,119
Pagrus,pagrus,31.25,-79.75,7307:219:2,191,24.54,35.66,469,0,156
Pagrus,pagrus,31.75,-79.75,7307:219:4,55,24.54,35.66,1086,0,120
Pagrus,pagrus,31.75,-80.25,7308:110:3,27,23.96,35.18,1842,0,86
Pagrus,pagrus,32.25,34.75,1303:124:2,242,22.07,39,443,0,17
Pagrus,pagrus,32.25,-72.75,7307:122:2,5319,23.36,36.45,331,0,474
Pagrus,pagrus,32.25,-77.75,7307:227:2,543,24.99,36.08,623,0,204
Pagrus,pagrus,32.25,-78.75,7307:228:2,279,24.63,35.95,812,0,156
Pagrus,pagrus,32.25,-79.25,7307:229:1,58,24.07,35.56,1090,0,120
Pagrus,pagrus,32.25,-79.75,7307:229:2,26,24.07,35.56,1415,0,94
Pagrus,pagrus,32.75,-16.75,7301:226:4,1319,20.19,36.65,323,0,20
Pagrus,pagrus,32.75,-17.25,7301:227:3,2290,20.32,36.65,311,0,21
Pagrus,pagrus,32.75,-78.75,7307:228:4,44,24.63,35.95,1182,0,119
Pagrus,pagrus,32.75,-78.25,7307:228:3,149,24.63,35.95,905,0,143
Pagrus,pagrus,32.75,-79.25,7307:229:3,21,24.07,35.56,1397,0,85
Pagrus,pagrus,32.75,27.75,1302:227:4,3141,21.11,38.93,301,0,192
Pagrus,pagrus,33.25,-76.75,7307:236:2,445,24.33,36.15,677,0,155
Pagrus,pagrus,33.25,-77.25,7307:237:1,172,24.33,35.97,816,0,119
Pagrus,pagrus,33.25,-77.75,7307:237:2,58,24.33,35.97,946,0,97
Pagrus,pagrus,33.25,-78.25,7307:238:1,28,24.2,35.97,1161,0,88
Pagrus,pagrus,33.75,-76.75,7307:236:4,98,24.33,36.15,526,0,121
Pagrus,pagrus,33.75,-7.75,7300:237:4,100,19.88,36.4,777,0,20
Pagrus,pagrus,33.75,-77.25,7307:237:3,30,24.33,35.97,921,0,85
Pagrus,pagrus,33.75,11.75,1301:131:4,38,20.98,37.54,440,0,85
Pagrus,pagrus,34.25,-75.75,7307:245:2,987,23.1,35.77,561,0,118
Pagrus,pagrus,34.25,-76.25,7307:246:1,75,22.84,35.77,678,0,102
Pagrus,pagrus,34.25,-76.75,7307:246:2,30,22.84,36.15,727,0,84
Pagrus,pagrus,34.25,-77.25,7307:247:1,22,23.46,35.97,894,0,49
Pagrus,pagrus,34.75,-75.75,7307:245:4,130,23.1,35.77,778,0,91
Pagrus,pagrus,34.75,-76.25,7307:246:3,18,22.84,35.77,698,0,21
Pagrus,pagrus,35.25,-6.25,7300:456:1,115,19.19,36.43,783,0,18
Pagrus,pagrus,35.75,10.75,1301:350:4,19,20.17,37.16,548,0,8
Pagrus,pagrus,36.25,-2.25,7300:362:1,1607,18.7,37.08,564,0,89
Pagrus,pagrus,36.25,-3.25,7300:363:1,959,18.53,36.52,672,0,89
Pagrus,pagrus,36.25,-2.75,7300:362:2,1239,18.7,36.49,640,0,89
Pagrus,pagrus,36.25,-4.25,7300:364:1,976,18.57,36.52,799,0,83
