Mapping parameters for Dicentrarchus labrax (European seabass),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 282),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Dicentrarchus,labrax,41.75,19.25,1401:219:3,60,18.38,38.34,619,0,19
Dicentrarchus,labrax,42.25,11.75,1401:121:2,121,18.33,38.2,676,0,9
Dicentrarchus,labrax,42.25,11.25,1401:121:1,204,18.33,37.9,476,0,19
Dicentrarchus,labrax,42.25,-8.75,7400:228:2,29,15.78,35.59,1157,0,11
Dicentrarchus,labrax,42.25,8.75,1400:228:2,501,17.83,38.13,425,0,8
Dicentrarchus,labrax,42.25,3.25,1400:123:1,97,16.75,37.88,552,0,13
Dicentrarchus,labrax,42.25,18.75,1401:228:2,95,18.36,38.34,532,0,16
Dicentrarchus,labrax,42.75,11.25,1401:121:3,45,18.33,37.9,895,0,3
Dicentrarchus,labrax,42.75,9.75,1400:229:4,358,17.99,38.04,421,0,20
Dicentrarchus,labrax,42.75,41.25,1404:121:3,493,16.56,17.87,1364,0,15
Dicentrarchus,labrax,42.75,3.25,1400:123:3,66,16.75,37.88,655,0,19
Dicentrarchus,labrax,42.75,17.75,1401:227:4,116,18.39,38.08,390,0,15
Dicentrarchus,labrax,43.25,6.75,1400:236:2,758,17.01,38.04,569,0,16
Dicentrarchus,labrax,43.25,6.25,1400:236:1,100,17.01,38.04,580,0,6
Dicentrarchus,labrax,43.25,5.25,1400:235:1,250,16.75,38,676,0,15
Dicentrarchus,labrax,43.25,-3.75,7400:133:2,1,16.08,35.31,1146,0,1
Dicentrarchus,labrax,43.25,4.75,1400:134:2,72,16.5,37.95,965,0,19
