Mapping parameters for Oncorhynchus tshawytscha (Chinook salmon),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 514),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Oncorhynchus,tshawytscha,54.25,-130.75,7513:140:2,45,9.33,31.17,1604,0,15
Oncorhynchus,tshawytscha,54.25,-130.25,7513:140:1,24,9.33,31.17,1627,0,8
Oncorhynchus,tshawytscha,54.25,-166.75,7516:246:2,817,6.2,32.31,744,0.05,16
Oncorhynchus,tshawytscha,54.25,-166.25,7516:246:1,493,6.2,32.31,729,0.01,16
Oncorhynchus,tshawytscha,54.25,-173.75,7517:143:2,3646,5.55,32.94,472,0.00035917,255
Oncorhynchus,tshawytscha,54.25,-173.25,7517:143:1,3638,5.55,32.94,496,0.00034417,245
Oncorhynchus,tshawytscha,54.25,-165.75,7516:245:2,162,6.26,32.02,780,0.01,14
Oncorhynchus,tshawytscha,54.25,-129.75,7512:249:2,3,9.39,31.17,1766,0,2
Oncorhynchus,tshawytscha,54.25,-172.75,7517:142:2,3576,5.61,32.88,527,0.00035917,227
Oncorhynchus,tshawytscha,54.25,-165.25,7516:245:1,78,6.26,32.02,734,0.02,16
Oncorhynchus,tshawytscha,54.25,-128.75,7512:248:2,1,9.02,31.48,1943,0,0
Oncorhynchus,tshawytscha,54.25,-172.25,7517:142:1,3437,5.61,32.88,510,0.00040083,212
Oncorhynchus,tshawytscha,54.25,-171.75,7517:141:2,3326,5.69,32.82,516,0.00033,203
Oncorhynchus,tshawytscha,54.25,-164.75,7516:144:2,59,6.31,32.02,820,0.05,15
Oncorhynchus,tshawytscha,54.25,-171.25,7517:141:1,3102,5.69,32.82,554,0.0003175,199
Oncorhynchus,tshawytscha,54.25,-164.25,7516:144:1,83,6.31,32.18,916,0.03,16
Oncorhynchus,tshawytscha,54.25,-170.75,7517:140:2,2086,5.76,32.76,510,0.00049667,199
Oncorhynchus,tshawytscha,54.25,-163.75,7516:143:2,89,6.37,32.2,897,0.00737333,65
Oncorhynchus,tshawytscha,54.25,-170.25,7517:140:1,1853,5.76,32.76,551,0.0004,175
Oncorhynchus,tshawytscha,54.25,-163.25,7516:143:1,80,6.37,31.92,1364,0.01,65
Oncorhynchus,tshawytscha,54.25,-159.75,7515:249:2,1561,6.79,32.09,915,0.00051333,88
Oncorhynchus,tshawytscha,54.25,-162.75,7516:142:2,146,6.43,31.92,1238,0.00208167,15
Oncorhynchus,tshawytscha,54.25,-162.25,7516:142:1,333,6.43,31.92,1463,0.0012475,65
Oncorhynchus,tshawytscha,54.25,-161.75,7516:141:2,290,6.55,31.97,1176,0.00083083,97
