Mapping parameters for Chanos chanos (Milkfish),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 344),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Chanos,chanos,-18.75,-174.25,5117:384:3,943,26.73,35.43,296,0,26
Chanos,chanos,-18.75,49.25,3104:489:3,385,26.37,34.91,622,0,17
Chanos,chanos,-18.75,146.75,3114:486:4,23,26.29,35.06,166,0,26
Chanos,chanos,-18.25,-179.25,5117:489:1,1334,26.62,35.29,243,0,26
Chanos,chanos,-18.25,178.25,3117:488:1,823,26.72,35.22,497,0,18
Chanos,chanos,-18.25,148.25,3114:488:1,1008,26.15,35.11,357,0,171
Chanos,chanos,-17.75,146.25,3114:476:3,14,26.42,34.99,284,0,21
Chanos,chanos,-17.75,140.75,3114:370:4,14,27.12,34.09,2147,0,2
Chanos,chanos,-17.75,179.75,3117:479:4,2415,27.11,35.25,274,0,106
Chanos,chanos,-17.75,122.25,3112:372:3,27,27.95,34.93,628,0,15
Chanos,chanos,-17.25,177.75,3117:477:2,60,27.21,35.06,614,0,23
Chanos,chanos,-17.25,-149.75,5114:479:2,2519,27.54,35.93,212,0,26
Chanos,chanos,-16.75,39.75,3103:469:4,303,27.25,34.97,656,0,25
Chanos,chanos,-16.25,167.75,3116:467:2,610,27.44,35.02,337,0,19
Chanos,chanos,-16.25,-146.25,5114:466:1,1364,27.79,36.1,213,0,26
Chanos,chanos,-16.25,122.75,3112:362:2,42,28.22,34.7,879,0,26
Chanos,chanos,-16.25,-143.75,5114:363:2,1592,27.7,36.24,267,0,107
Chanos,chanos,-15.75,145.25,3114:455:3,8,26.74,35.04,489,0,7
Chanos,chanos,-15.75,-146.75,5114:456:4,556,28.04,36.07,320,0,131
Chanos,chanos,-15.75,-144.75,5114:354:4,1370,27.97,36.18,229,0,26
Chanos,chanos,-15.25,145.25,3114:455:1,11,26.74,35.04,529,0,13
