Mapping parameters for Mugil cephalus (Flathead grey mullet),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 384),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Mugil,cephalus,-6.25,12.75,3001:362:2,3,25.65,31.02,2821,0,1
Mugil,cephalus,-5.75,-81.75,5008:351:4,4587,21.22,34.72,1978,0,111
Mugil,cephalus,-5.25,12.25,3001:352:1,15,25.78,29.54,3558,0,11
Mugil,cephalus,-5.25,150.25,3015:350:1,336,29.18,34.09,381,0,23
Mugil,cephalus,-5.25,-81.25,5008:351:1,543,21.22,34.72,2854,0,25
Mugil,cephalus,-4.75,11.75,3001:141:4,51,25.82,29.54,3279,0,23
Mugil,cephalus,-4.25,11.75,3001:141:2,39,25.82,31.57,2524,0,5
Mugil,cephalus,-4.25,-81.25,5008:141:1,1015,21.56,34.36,1889,0,19
Mugil,cephalus,-3.25,-80.25,5008:130:1,41,22.74,34.36,1412,0,24
Mugil,cephalus,-2.25,-80.75,5008:120:2,36,23.11,34.08,1332,0,16
Mugil,cephalus,-1.25,-91.25,5009:111:1,3013,23.38,34.65,652,0,111
Mugil,cephalus,-0.75,55.25,3005:205:3,4643,28.33,35.35,372,0,449
Mugil,cephalus,-0.75,-90.75,5009:100:4,138,23.73,34.45,584,0,22
Mugil,cephalus,-0.75,-90.25,5009:100:3,129,23.73,34.45,510,0,22
Mugil,cephalus,-0.25,-90.25,5009:100:1,832,23.73,34.45,470,0,28
Mugil,cephalus,0.25,99.75,1009:209:2,21,29.31,33.63,1538,0,4
Mugil,cephalus,0.25,-91.25,7009:101:1,2311,24.39,34.11,543,0,25
Mugil,cephalus,0.25,-82.75,7008:102:2,2878,25.42,33.31,644,0,296
Mugil,cephalus,1.75,-78.75,7007:218:4,98,26.85,32.47,1647,0,15
Mugil,cephalus,2.75,4.25,1000:124:3,3805,27.85,33.34,552,0,286
Mugil,cephalus,4.25,-51.75,7005:141:2,3,27.87,32.27,2257,0,7
Mugil,cephalus,4.75,-52.25,7005:142:3,27,27.73,31.28,2172,0,7
Mugil,cephalus,4.75,-51.75,7005:141:4,49,27.87,32.27,3145,0,26
Mugil,cephalus,5.25,-52.75,7005:352:2,17,27.63,31.28,2490,0,12
Mugil,cephalus,5.25,-52.25,7005:352:1,37,27.63,31.28,2721,0,27
Mugil,cephalus,5.25,0.25,1000:350:1,2171,27.27,34.86,888,0,84
Mugil,cephalus,5.25,-53.25,7005:353:1,6,27.49,31.28,2348,0,1
Mugil,cephalus,5.75,-54.25,7005:354:3,4,27.46,33.72,1306,0,5
Mugil,cephalus,5.75,-53.75,7005:353:4,16,27.49,33.25,1577,0,16
Mugil,cephalus,5.75,-53.25,7005:353:3,43,27.49,33.25,2213,0,25
Mugil,cephalus,6.25,-55.75,7005:465:2,55,27.33,34.31,1466,0,27
Mugil,cephalus,7.25,134.75,1013:374:2,3964,28.94,34.13,203,0,26
Mugil,cephalus,9.25,-80.25,7008:390:1,222,28.11,35.65,710,0,17
Mugil,cephalus,10.25,76.25,1107:206:1,78,28.53,34.5,1359,0,11
Mugil,cephalus,10.25,107.25,1110:207:1,14,27.62,33.24,971,0,26
Mugil,cephalus,11.25,162.25,1116:112:1,2009,28.22,34.51,260,0,27
Mugil,cephalus,11.75,79.75,1107:219:4,17,28.54,33.65,1366,0,11
Mugil,cephalus,11.75,162.25,1116:112:3,1972,28.22,34.51,301,0,110
Mugil,cephalus,12.25,-15.75,7101:225:2,1,25.86,34.79,1064,0,0
Mugil,cephalus,12.25,162.75,1116:122:2,5405,28.09,34.6,175,0,178
Mugil,cephalus,13.25,-16.75,7101:236:2,24,25.17,35.09,1603,0,16
Mugil,cephalus,13.75,-90.25,7109:130:3,68,29.3,33.43,620,0,19
Mugil,cephalus,13.75,-16.75,7101:236:4,43,25.17,35.09,2536,0,22
Mugil,cephalus,14.75,-61.25,7106:141:3,1942,27.64,35.09,421,0,23
Mugil,cephalus,14.75,-23.75,7102:143:4,3306,24.82,35.86,856,0,26
Mugil,cephalus,14.75,-17.25,7101:247:3,66,24.51,35.68,2415,0,19
Mugil,cephalus,15.25,42.25,1104:352:1,284,29.03,37.29,1290,0,27
Mugil,cephalus,15.25,-23.75,7102:353:2,1760,24.45,35.95,914,0,21
Mugil,cephalus,15.25,90.25,1109:350:1,2658,28.35,32.27,376,0,370
Mugil,cephalus,15.25,-18.25,7101:458:1,2694,24.18,35.7,1646,0,144
Mugil,cephalus,15.25,-17.25,7101:457:1,498,23.97,35.68,2428,0,27
Mugil,cephalus,16.25,-16.75,7101:466:2,392,23.45,35.86,3258,0,80
