Mapping parameters for Gadus morhua (Atlantic cod),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 1796),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Gadus,morhua,43.25,-52.25,7405:132:1,2387,10.8,33.05,820,0.00013833,432
Gadus,morhua,43.25,-62.25,7406:132:1,101,9.08,31.49,909,0.0003875,202
Gadus,morhua,43.25,-68.75,7406:238:2,153,8.67,32.13,1479,0.00078917,109
Gadus,morhua,43.25,-68.25,7406:238:1,189,8.67,32.13,1293,0.001415,139
Gadus,morhua,43.25,-51.75,7405:131:2,1292,10.28,33.06,834,0.00004167,438
Gadus,morhua,43.25,-61.75,7406:131:2,124,9.5,31.82,841,0.0001525,206
Gadus,morhua,43.25,-51.25,7405:131:1,425,10.28,33.06,857,0.00006917,447
Gadus,morhua,43.25,-61.25,7406:131:1,593,9.5,31.82,908,0.00022083,174
Gadus,morhua,43.25,-67.75,7406:237:2,209,8.31,31.92,1218,0.00083167,152
Gadus,morhua,43.25,-67.25,7406:237:1,202,8.31,31.92,1277,0.00097,139
Gadus,morhua,43.25,-50.75,7405:130:2,129,10.15,33.14,730,0.000055,460
Gadus,morhua,43.25,-60.75,7406:130:2,937,9.92,32.03,957,0.00004167,139
Gadus,morhua,43.25,-50.25,7405:130:1,71,10.15,33.14,764,0,476
Gadus,morhua,43.25,-60.25,7406:130:1,1528,9.92,32.03,932,0.00018,109
Gadus,morhua,43.25,-66.75,7406:236:2,157,8.13,31.65,1329,0.0014,109
Gadus,morhua,43.25,-66.25,7406:236:1,83,8.13,31.65,1291,0.0069425,96
Gadus,morhua,43.75,-64.75,7406:134:4,69,8.32,31.21,1159,0.05,18
Gadus,morhua,43.75,-64.25,7406:134:3,156,8.32,31.21,1090,0.0089275,77
Gadus,morhua,43.75,-63.75,7406:133:4,212,8.66,31.3,1068,0.00186,109
Gadus,morhua,43.75,-63.25,7406:133:3,174,8.66,31.3,1050,0.0006925,138
Gadus,morhua,43.75,-69.75,7406:239:4,48,9.02,32.13,1904,0.08,17
Gadus,morhua,43.75,-69.25,7406:239:3,83,9.02,32.13,2121,0.07,20
Gadus,morhua,43.75,-49.75,7404:239:4,57,10.47,33.33,891,0.0002075,448
Gadus,morhua,43.75,-59.75,7405:239:4,248,10.35,32.28,833,0.00065083,20
Gadus,morhua,43.75,-53.25,7405:133:3,2556,11.22,33.07,781,0.00037333,374
Gadus,morhua,43.75,-70.25,7407:130:3,14,9.29,31.89,1621,0.04,7
Gadus,morhua,43.75,-49.25,7404:239:3,321,10.47,33.33,879,0.0000275,472
Gadus,morhua,43.75,-62.75,7406:132:4,177,9.08,31.48,1004,0.00090083,147
Gadus,morhua,43.75,-59.25,7405:239:3,544,10.35,32.28,919,0.000055,80
Gadus,morhua,43.75,-52.75,7405:132:4,1510,10.8,33.05,826,0.00022083,374
Gadus,morhua,43.75,-62.25,7406:132:3,113,9.08,31.48,966,0.00084667,147
Gadus,morhua,43.75,-52.25,7405:132:3,671,10.8,33.05,866,0.00017917,376
Gadus,morhua,43.75,-68.75,7406:238:4,95,8.67,32.13,1760,0.02,80
Gadus,morhua,43.75,-58.75,7405:238:4,1731,10.68,32.53,835,0,121
Gadus,morhua,43.75,-68.25,7406:238:3,159,8.67,32.13,1484,0.00355333,96
Gadus,morhua,43.75,-48.75,7404:238:4,2054,11.27,33.64,831,0,498
Gadus,morhua,43.75,-58.25,7405:238:3,2479,10.68,32.53,854,0.00041583,161
Gadus,morhua,43.75,-51.75,7405:131:4,114,10.28,33.06,865,0.00027667,383
Gadus,morhua,43.75,-61.75,7406:131:4,81,9.5,31.81,912,0.00062417,151
Gadus,morhua,43.75,-51.25,7405:131:3,78,10.28,33.06,886,0.00024833,394
Gadus,morhua,43.75,-61.25,7406:131:3,51,9.5,31.82,941,0.00049833,161
