Mapping parameters for Scophthalmus rhombus (Brill),,,,,,,,,,
,,,,,,,,,,
"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. ",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Occurrence cells used for creating environmental envelope (n = 451),,,,,,,,,,
Genus,Species,Center Lat,Center Long,C-Square,Depth,SST,Salinity,Primary Production,Sea Ice Conc.,Distance to Land
Scophthalmus,rhombus,49.25,-0.25,7400:390:1,31,12.32,34.81,1630,0.0025487,6
Scophthalmus,rhombus,49.25,-2.25,7400:392:1,10,12.74,35.08,1122,0,17
Scophthalmus,rhombus,49.25,-0.75,7400:390:2,9,12.32,34.81,1381,0.00033333,4
Scophthalmus,rhombus,49.75,-5.75,7400:495:4,94,12.83,35.27,1041,0,72
Scophthalmus,rhombus,49.75,-3.75,7400:393:4,75,12.83,35.18,1061,0,92
Scophthalmus,rhombus,49.75,-3.25,7400:393:3,72,12.83,35.18,1047,0,99
Scophthalmus,rhombus,49.75,-2.25,7400:392:3,30,12.74,35.08,1222,0,72
Scophthalmus,rhombus,49.75,-1.25,7400:391:3,27,12.54,34.88,1449,0,14
Scophthalmus,rhombus,49.75,-0.75,7400:390:4,32,12.32,34.81,1415,0,72
Scophthalmus,rhombus,49.75,1.25,1400:391:3,28,12.26,34.72,1648,0.02,1
Scophthalmus,rhombus,49.75,-0.25,7400:390:3,39,12.32,34.81,1549,0,72
Scophthalmus,rhombus,49.75,0.75,1400:390:4,40,12.31,34.72,1616,0.01,4
Scophthalmus,rhombus,50.25,-4.25,7500:104:1,56,12.39,35.25,1049,0,14
Scophthalmus,rhombus,50.25,-8.75,7500:208:2,121,12.78,35.19,808,0,152
Scophthalmus,rhombus,50.25,1.75,1500:101:2,20,12,34.59,1711,0.02,2
Scophthalmus,rhombus,50.25,-3.75,7500:103:2,53,12.5,35.18,1087,0,12
Scophthalmus,rhombus,50.25,1.25,1500:101:1,43,12,34.72,2282,0.03,17
Scophthalmus,rhombus,50.25,-3.25,7500:103:1,55,12.5,35.18,1340,0,48
Scophthalmus,rhombus,50.25,-5.75,7500:205:2,55,12.38,35.06,1047,0,17
Scophthalmus,rhombus,50.25,0.75,1500:100:2,46,12.13,34.72,1495,0.02,71
Scophthalmus,rhombus,50.25,0.25,1500:100:1,43,12.13,34.72,1246,0.01,91
Scophthalmus,rhombus,50.25,-20.25,7502:100:1,4118,13.17,35.45,619,0,754
Scophthalmus,rhombus,50.25,-2.75,7500:102:2,55,12.48,35.08,1407,0,72
Scophthalmus,rhombus,50.25,-1.25,7500:101:1,49,12.38,34.88,1586,0,91
Scophthalmus,rhombus,50.25,-0.75,7500:100:2,50,12.24,34.88,1572,0,91
Scophthalmus,rhombus,50.25,-10.25,7501:100:1,129,12.9,35.36,650,0,167
Scophthalmus,rhombus,50.75,-4.75,7500:104:4,52,12.39,35.25,1151,0,12
Scophthalmus,rhombus,50.75,1.75,1500:101:4,29,12,34.59,1746,0.01,6
Scophthalmus,rhombus,50.75,-9.75,7500:209:4,128,12.85,35.25,908,0,101
Scophthalmus,rhombus,50.75,1.25,1500:101:3,37,12,34.59,1729,0.03,53
Scophthalmus,rhombus,50.75,-3.25,7500:103:3,36,12.5,35.18,1326,0,7
Scophthalmus,rhombus,50.75,-5.25,7500:205:3,63,12.38,35.06,905,0,53
Scophthalmus,rhombus,50.75,0.75,1500:100:4,38,12.13,34.72,1513,0.03,16
Scophthalmus,rhombus,50.75,-2.75,7500:102:4,33,12.48,34.88,1439,0,8
Scophthalmus,rhombus,50.75,0.25,1500:100:3,39,12.13,34.72,1727,0.02,11
Scophthalmus,rhombus,50.75,-2.25,7500:102:3,11,12.48,34.88,1312,0,6
Scophthalmus,rhombus,50.75,-1.75,7500:101:4,15,12.38,34.88,1289,0.00054945,9
Scophthalmus,rhombus,50.75,-1.25,7500:101:3,7,12.38,34.88,1526,0,10
